word,ann3,ann2,ann1
a,0.0,0.0,0.0
co,0.0,0.0,0.0
Nikolka,0.0,0.0,0.0
kdyžs,0.0,0.0,0.0
jí,0.0,0.0,0.0
to,0.0,0.0,0.0
"dala,",0.0,0.0,0.0
"říká,",0.0,0.0,0.0
já,0.0,0.0,0.0
takový,0.0,0.0,0.0
doma,0.0,0.0,0.0
mám.,0.0,0.0,0.0
já,0.0,0.0,0.0
říkám.,0.0,0.0,0.0
jo.,0.0,0.0,0.0
přesně.,0.0,0.0,0.0
"ano,",0.0,0.0,0.0
a,0.0,0.0,0.0
já,0.0,0.0,0.0
sem,0.0,0.0,0.0
jí,0.0,0.0,0.0
a,0.0,0.0,0.0
už,0.0,0.0,0.0
předtým,0.0,0.0,0.0
sem,0.0,0.0,0.0
jí,0.0,0.0,0.0
říkala.,0.0,0.0,0.0
já,0.0,0.0,0.0
sem,0.0,0.0,0.0
ti,0.0,0.0,0.0
kúpila,0.0,0.0,0.0
takový,0.0,0.0,0.0
oranžový,0.0,0.0,0.0
nátělníček,0.0,0.0,0.0
a.,0.0,0.0,0.0
ona,0.0,0.0,0.0
"říká,",0.0,0.0,0.0
já,0.0,0.0,0.0
sem,0.0,0.0,0.0
si,0.0,0.0,0.0
na,1.0,1.0,1.0
to,0.0,0.0,0.0
akorát,0.0,0.0,0.0
myslela.,0.0,0.0,0.0
že,0.0,0.0,0.0
bych,0.0,0.0,0.0
od,1.0,1.0,1.0
tebe,0.0,0.0,0.0
mohla,0.0,0.0,0.0
dostat,0.0,0.0,0.0
neco,0.0,0.0,0.0
"oranžového,",0.0,0.0,0.0
ne,0.0,0.0,0.0
ju,0.0,0.0,0.0
nekdy,0.0,0.0,0.0
fakt,0.0,0.0,0.0
napadne,1.0,1.0,1.0
ona,0.0,0.0,0.0
má,0.0,1.0,0.0
takové,0.0,0.0,0.0
jakože,0.0,0.0,0.0
hlášky.,1.0,1.0,1.0
že,0.0,0.0,0.0
to,0.0,0.0,0.0
to,0.0,0.0,0.0
bys.,0.0,0.0,0.0
jako,0.0,0.0,0.0
ona,0.0,0.0,0.0
zkouší,0.0,0.0,0.0
no.,0.0,0.0,0.0
ale,0.0,0.0,0.0
má,0.0,0.0,0.0
doma,0.0,0.0,0.0
ňáký,0.0,0.0,0.0
oranžový,0.0,0.0,0.0
ale,0.0,0.0,0.0
mmm,0.0,0.0,0.0
ne,0.0,0.0,0.0
šatičky,0.0,0.0,0.0
jako,0.0,0.0,0.0
má,0.0,0.0,0.0
enom,0.0,0.0,0.0
ňáké,0.0,0.0,0.0
tričko.,0.0,0.0,0.0
má,0.0,0.0,0.0
tričko,0.0,0.0,0.0
oranžové,0.0,0.0,0.0
to,0.0,0.0,0.0
vlastně,0.0,0.0,0.0
dostala,0.0,0.0,0.0
ode,1.0,1.0,1.0
"mě,",0.0,0.0,0.0
jedno.,0.0,0.0,0.0
pak,0.0,1.0,0.0
má,0.0,0.0,0.0
eště,0.0,0.0,0.0
druhé,0.0,0.0,0.0
"ňáké,",0.0,0.0,0.0
ale,0.0,0.0,0.0
jako,0.0,0.0,0.0
šatičky,0.0,0.0,0.0
oranžové,0.0,0.0,0.0
nemá.,0.0,0.0,0.0
ale,0.0,0.0,0.0
tak,0.0,0.0,0.0
to,0.0,0.0,0.0
ona,0.0,0.0,0.0
všechno,0.0,0.0,0.0
pláce,1.0,1.0,1.0
dohromady-,0.0,0.0,0.0
ale,0.0,0.0,0.0
ne,0.0,0.0,0.0
šak,0.0,0.0,0.0
to,0.0,0.0,0.0
je,0.0,0.0,0.0
takový,0.0,0.0,0.0
nátělník.,0.0,0.0,0.0
"ale,",0.0,0.0,0.0
a,0.0,0.0,0.0
tož,0.0,0.0,0.0
tak,0.0,0.0,0.0
no.,0.0,0.0,0.0
tak,0.0,0.0,0.0
sem,0.0,0.0,0.0
ale,0.0,0.0,0.0
já,0.0,0.0,0.0
sem,0.0,0.0,0.0
tento,0.0,0.0,0.0
týden,0.0,0.0,0.0
neměla,0.0,1.0,0.0
čas,0.0,0.0,0.0
"to,",0.0,0.0,0.0
já,0.0,0.0,0.0
sem,0.0,0.0,0.0
si,0.0,0.0,0.0
myslela,0.0,0.0,0.0
že,0.0,0.0,0.0
to,0.0,0.0,0.0
tam,0.0,0.0,0.0
bude,0.0,0.0,0.0
že,0.0,0.0,0.0
to,0.0,0.0,0.0
přešiju.,0.0,0.0,0.0
enomže,0.0,0.0,0.0
"sem,",0.0,0.0,0.0
jezdila,0.0,0.0,0.0
do,0.0,0.0,0.0
toho,0.0,0.0,0.0
"Kyjova,",0.0,0.0,0.0
pracovně.,0.0,0.0,0.0
takže,0.0,0.0,0.0
to,0.0,0.0,0.0
já,0.0,0.0,0.0
nemám,0.0,1.0,0.0
"čas,",0.0,0.0,0.0
já,0.0,0.0,0.0
dyž,0.0,0.0,0.0
su,0.0,0.0,0.0
v,0.0,0.0,0.0
Kyjově,0.0,0.0,0.0
tak,0.0,0.0,0.0
dojedu,0.0,0.0,0.0
dom,0.0,0.0,0.0
o,1.0,1.0,1.0
půl,0.0,0.0,0.0
"šesté,",0.0,0.0,0.0
fakt?,0.0,0.0,0.0
"ano,",0.0,0.0,0.0
já,0.0,0.0,0.0
"jedu,",0.0,0.0,0.0
eee.,0.0,0.0,0.0
tam,0.0,0.0,0.0
je,0.0,0.0,0.0
totiž,0.0,0.0,0.0
pracovní,0.0,0.0,0.0
doba,0.0,0.0,0.0
od,1.0,1.0,1.0
osmi,0.0,0.0,0.0
do,1.0,1.0,1.0
"čtyřech,",0.0,0.0,0.0
otevřené,1.0,0.0,1.0
je,0.0,0.0,0.0
tam,0.0,0.0,0.0
od,1.0,1.0,1.0
osmi,0.0,0.0,0.0
do,1.0,1.0,1.0
čtyř.,0.0,0.0,0.0
takže,0.0,0.0,0.0
já.,0.0,0.0,0.0
vyjedu,1.0,0.0,1.0
v,1.0,1.0,1.0
"sedum,",0.0,0.0,0.0
ráno,0.0,0.0,0.0
z,0.0,0.0,0.0
Veselí.,0.0,0.0,0.0
ve,1.0,1.0,1.0
štyři,0.0,0.0,0.0
"zavírám,",1.0,0.0,1.0
a,0.0,0.0,0.0
šesnác,0.0,0.0,0.0
třicet,0.0,0.0,0.0
pět,0.0,0.0,0.0
mně,0.0,0.0,0.0
jede,0.0,0.0,0.0
"vlak,",0.0,0.0,0.0
takže,0.0,0.0,0.0
je,0.0,0.0,0.0
až,0.0,0.0,0.0
po,1.0,1.0,1.0
páté,0.0,0.0,0.0
ve,0.0,0.0,0.0
