word,ann3,ann2,ann1
Kdyby,0,0,0
někdo,0,0,0
uspořádal,1,1,1
atletické,0,0,0
přebory,0,0,0
mezi,1,1,1
"opicemi,",0,0,0
sešla,1,1,1
by,1,1,1
se,1,1,1
na,0,0,0
stupních,0,1,1
vítězů,0,0,0
různých,0,0,0
disciplín,0,0,0
docela,0,0,0
pestrá,1,1,1
škála,1,1,1
druhů.,0,0,0
Většina,0,0,0
opic,0,0,0
„trénuje“,1,1,1
jen,0,0,0
jednu,0,0,0
disciplínu.,0,0,0
Někteří,0,0,0
opičí,0,0,0
atleti,1,1,1
jsou,0,0,0
např.,0,0,0
výborní,0,0,0
"sprinteři,",1,1,1
ale,0,0,0
skoky,0,0,0
do,1,1,0
dálky,0,0,0
či,0,0,0
plavání,0,0,0
jim,0,0,0
moc,0,0,0
nejde.,1,0,0
Každý,0,0,0
druh,0,0,0
totiž,0,0,0
trénuje,1,1,1
jen,0,0,0
"to,",0,0,0
co,0,0,0
ve,1,0,0
svém,0,0,0
prostředí,0,0,0
nutně,0,0,0
potřebuje,1,0,0
k,1,1,1
přežití.,0,0,0
V,1,1,1
tom,0,0,0
pak,0,0,0
ale,0,0,0
dosahuje,1,1,1
vynikajících,0,0,0
výsledků.,0,0,1
Sprintem,0,0,0
do,1,1,1
bezpečí.,0,0,0
Za,1,1,1
královskou,1,1,1
disciplínu,0,0,0
se,0,0,0
v,1,1,1
atletice,0,0,0
považuje,0,0,0
sprint.,0,0,0
I,0,0,0
když,0,0,0
by,0,0,0
se,1,1,1
mohlo,0,0,0
"zdát,",1,1,1
že,0,0,0
převážně,0,0,0
stromové,0,0,0
opice,0,0,0
moc,0,0,0
dobří,0,0,0
běžci,0,0,0
"nebudou,",0,0,0
opak,0,0,0
je,0,0,0
pravdou.,0,0,0
V,0,0,0
savanách,0,0,0
subsaharské,0,0,0
Afriky,0,0,0
žije,1,1,1
"kočkodan,",0,0,0
který,0,0,0
díky,0,0,0
svému,0,0,0
„kníru“,1,1,1
dostal,0,0,0
jméno,0,0,0
husarský,0,0,0
(Erythrocebus,0,0,0
patas).,0,0,0
V,0,0,0
jeho,0,0,0
domovině,0,0,0
moc,0,0,0
stromů,0,0,0
"neroste,",0,0,0
během,0,0,0
dne,0,0,0
se,0,0,0
proto,0,0,0
pohybuje,0,0,0
převážně,0,0,0
na,0,0,0
zemi,0,0,0
a,0,0,0
na,0,0,0
stromy,0,0,0
se,0,0,0
uchyluje,0,0,0
jen,0,0,0
na,1,1,1
noc.,0,0,0
