word,ann1,ann3,ann2
Ráno,0.0,0.0,0.0
nám,0.0,0.0,0.0
přijeli,0.0,0.0,0.0
odpojit,0.0,0.0,0.0
"elektřinu,",0.0,0.0,0.0
protože,0.0,0.0,0.0
nemáme,0.0,0.0,0.0
zaplacené,0.0,0.0,0.0
účty.,0.0,0.0,0.0
Josef,0.0,0.0,0.0
se,0.0,0.0,0.0
nás,0.0,0.0,0.0
snažil,0.0,0.0,0.0
"přesvědčit,",0.0,0.0,0.0
že,0.0,0.0,0.0
elektřinu,0.0,0.0,0.0
vlastně,0.0,0.0,0.0
dohromady,1.0,1.0,1.0
na,1.0,1.0,1.0
nic,0.0,0.0,0.0
nepotřebujeme,0.0,0.0,0.0
a,0.0,0.0,0.0
kromě,0.0,0.0,0.0
toho,0.0,0.0,0.0
je,0.0,0.0,0.0
předražená.,0.0,0.0,0.0
Topit,0.0,0.0,0.0
můžeme,0.0,0.0,0.0
v,0.0,0.0,0.0
kachlových,0.0,0.0,0.0
"kamnech,",0.0,0.0,0.0
svítit,0.0,0.0,0.0
petrolejovými,0.0,0.0,0.0
lampami,0.0,0.0,0.0
a,0.0,0.0,0.0
vodu,0.0,0.0,0.0
ohřívat,0.0,0.0,0.0
v,0.0,0.0,0.0
"kotli,",0.0,0.0,0.0
jak,0.0,0.0,0.0
se,0.0,0.0,0.0
to,0.0,0.0,0.0
na,0.0,1.0,0.0
Kostce,0.0,0.0,0.0
dělávalo,0.0,0.0,0.0
až,0.0,0.0,0.0
do,1.0,1.0,1.0
roku,0.0,0.0,0.0
1927,0.0,0.0,0.0
Svůj,0.0,0.0,0.0
proslov,0.0,0.0,0.0
zakončil,0.0,0.0,0.0
odvážným,0.0,0.0,0.0
"tvrzením,",0.0,0.0,0.0
že,0.0,0.0,0.0
elektrický,0.0,0.0,0.0
proud,1.0,1.0,1.0
působí,1.0,1.0,1.0
na,1.0,1.0,1.0
psychiku,0.0,0.0,0.0
a,0.0,0.0,0.0
dělá,1.0,1.0,1.0
lidi,0.0,0.0,0.0
nervózními.,0.0,0.0,0.0
Mě,0.0,0.0,0.0
ovšem,0.0,0.0,0.0
mnohem,0.0,0.0,0.0
víc,0.0,0.0,0.0
znervóznila,1.0,1.0,1.0
"představa,",0.0,0.0,0.0
jak,0.0,0.0,0.0
si,0.0,0.0,0.0
suším,0.0,0.0,0.0
vlasy,0.0,0.0,0.0
nad,0.0,0.0,0.0
ohněm.,0.0,0.0,0.0
Na,1.0,1.0,0.0
moji,0.0,0.0,0.0
stranu,1.0,1.0,1.0
se,0.0,0.0,0.0
přidal,0.0,0.0,0.0
i,0.0,0.0,0.0
dosud,0.0,0.0,0.0
k,1.0,1.0,1.0
Josefovi,0.0,0.0,0.0
zcela,0.0,0.0,0.0
loajální,0.0,0.0,0.0
a,0.0,0.0,0.0
submisivní,0.0,0.0,0.0
pan,0.0,0.0,0.0
"Spock,",0.0,0.0,0.0
který,0.0,0.0,0.0
se,0.0,0.0,0.0
odvážil,0.0,0.0,0.0
"namítnout,",0.0,0.0,0.0
že,0.0,0.0,0.0
obsluha,0.0,0.0,0.0
kachlových,0.0,0.0,0.0
kamen,0.0,0.0,0.0
čítala,0.0,1.0,0.0
tři,0.0,0.0,0.0
"lidi,",0.0,0.0,0.0
kteří,0.0,0.0,0.0
celou,0.0,0.0,0.0
zimu,0.0,0.0,0.0
nedělali,0.0,0.0,0.0
nic,0.0,0.0,0.0
"jiného,",0.0,0.0,0.0
než,0.0,0.0,0.0
běhali,0.0,0.0,1.0
po,0.0,0.0,0.0
zámku,0.0,0.0,0.0
